SecuritiesCode,EffectiveDate,Name,Section/Products,NewMarketSegment,33SectorCode,33SectorName,17SectorCode,17SectorName,NewIndexSeriesSizeCode,NewIndexSeriesSize,TradeDate,Close,IssuedShares,MarketCapitalization,Universe0
3184,20211230,"International Conglomerate of Distribution for Automobile Holdings Co.,Ltd.",Second Section(Domestic),Standard Market,6100,Retail Trade,14,RETAIL TRADE ,-,-,20211227.0,2458.0,2100000.0,5161800000.0,False
3185,20211230,"DREAM VISION CO.,LTD.",Mothers (Domestic),Growth Market,6100,Retail Trade,14,RETAIL TRADE ,-,-,20211230.0,282.0,13783900.0,3887059800.0,False
3186,20211230,"NEXTAGE Co.,Ltd.",First Section (Domestic),Prime Market,6100,Retail Trade,14,RETAIL TRADE ,6,TOPIX Small 1,20211230.0,2377.0,80170400.0,190565040800.0,True
3187,20211230,sanwacompany ltd.,Mothers (Domestic),Growth Market,6100,Retail Trade,14,RETAIL TRADE ,-,-,20211230.0,422.0,17971000.0,7583762000.0,False
3189,20211230,ANAP INC.,JASDAQ(Standard / Domestic),Standard Market,6100,Retail Trade,14,RETAIL TRADE ,-,-,20211230.0,362.0,4854800.0,1757437600.0,False
3190,20211230,"HOTMAN Co.,Ltd.",JASDAQ(Standard / Domestic),Standard Market,6100,Retail Trade,14,RETAIL TRADE ,-,-,20211230.0,562.0,7275500.0,4088831000.0,False
3191,20211230,"JOYFUL HONDA CO.,LTD.",First Section (Domestic),Prime Market,6100,Retail Trade,14,RETAIL TRADE ,6,TOPIX Small 1,20211230.0,1473.0,73348911.0,108042945903.0,True
3192,20211230,"Shirohato Co.,Ltd.",JASDAQ(Standard / Domestic),Standard Market,6100,Retail Trade,14,RETAIL TRADE ,-,-,20211230.0,269.0,6669700.0,1794149300.0,False
3193,20211230,"Torikizoku Holdings Co.,Ltd.",First Section (Domestic),Prime Market,6100,Retail Trade,14,RETAIL TRADE ,7,TOPIX Small 2,20211230.0,1787.0,11622300.0,20769050100.0,True
3194,20000101,"KIRINDO HOLDINGS CO.,LTD.",First Section (Domestic),,6100,Retail Trade,14,RETAIL TRADE,-,-,,,,,False
3195,20211230,"GENERATION PASS CO.,LTD.",Mothers (Domestic),Growth Market,6100,Retail Trade,14,RETAIL TRADE ,-,-,20211230.0,362.0,8277240.0,2996360880.0,False
3196,20211230,"HOTLAND Co.,Ltd.",First Section (Domestic),Prime Market,6100,Retail Trade,14,RETAIL TRADE ,7,TOPIX Small 2,20211230.0,1289.0,21560400.0,27791355600.0,True
3197,20211230,"SKYLARK HOLDINGS CO.,LTD.",First Section (Domestic),Prime Market,6100,Retail Trade,14,RETAIL TRADE ,4,TOPIX Mid400,20211230.0,1511.0,227502200.0,343755824200.0,True
3198,20211230,"SFP Holdings Co.,Ltd.",First Section (Domestic),Prime Market,6100,Retail Trade,14,RETAIL TRADE ,7,TOPIX Small 2,20211230.0,1413.0,25788689.0,36439417557.0,True
3199,20211230,"Watahan & Co.,Ltd.",First Section (Domestic),Prime Market,6100,Retail Trade,14,RETAIL TRADE ,7,TOPIX Small 2,20211230.0,1265.0,19857426.0,25119643890.0,True
3201,20211230,"THE JAPAN WOOL TEXTILE CO.,LTD.",First Section (Domestic),Prime Market,3100,Textiles and Apparels,4,RAW MATERIALS & CHEMICALS ,6,TOPIX Small 1,20211230.0,915.0,86478858.0,79128155070.0,True
3202,20211230,"Daitobo Co.,Ltd.",First Section (Domestic),Standard Market,3100,Textiles and Apparels,4,RAW MATERIALS & CHEMICALS ,7,TOPIX Small 2,20211230.0,97.0,30000000.0,2910000000.0,False
3204,20211230,Toabo Corporation,First Section (Domestic),Standard Market,3100,Textiles and Apparels,4,RAW MATERIALS & CHEMICALS ,7,TOPIX Small 2,20211230.0,423.0,8940448.0,3781809504.0,False
3205,20211230,DAIDOH LIMITED,First Section (Domestic),Standard Market,3100,Textiles and Apparels,4,RAW MATERIALS & CHEMICALS ,7,TOPIX Small 2,20211230.0,146.0,37696897.0,5503746962.0,False
3209,20000101,"KANEYO Co.,Ltd.",Second Section(Domestic),,-,-,-,-,-,-,,,,,False
3221,20211230,"Yossix Holdings Co.,Ltd.",First Section (Domestic),Prime Market,6100,Retail Trade,14,RETAIL TRADE ,7,TOPIX Small 2,20211230.0,1925.0,10322200.0,19870235000.0,True
3222,20211230,United Super Markets Holdings Inc.,First Section (Domestic),Standard Market,6100,Retail Trade,14,RETAIL TRADE ,6,TOPIX Small 1,20211230.0,1057.0,131681356.0,139187193292.0,True
3223,20211230,SLD Entertainment Inc.,JASDAQ(Standard / Domestic),Standard Market,6100,Retail Trade,14,RETAIL TRADE ,-,-,20211230.0,583.0,1560864.0,909983712.0,False
3224,20211230,"General Oyster,Inc.",Mothers (Domestic),Growth Market,6100,Retail Trade,14,RETAIL TRADE ,-,-,20211230.0,980.0,3436900.0,3368162000.0,False
3226,20211230,Nippon Accommodations Fund Inc.,"REIT, Venture Funds, Country Funds and Infrastructure Funds",,-,-,-,-,-,-,20211230.0,663000.0,503472.0,333801936000.0,False
3228,20211230,"SANEI ARCHITECTURE PLANNING CO.,LTD.",First Section (Domestic),Prime Market,8050,Real Estate,17,REAL ESTATE ,7,TOPIX Small 2,20211230.0,1753.0,21217600.0,37194452800.0,True
3230,20000101,"Star Mica Co.,Ltd.",First Section (Domestic),,8050,Real Estate,17,REAL ESTATE,-,-,,,,,False
3231,20211230,"Nomura Real Estate Holdings,Inc.",First Section (Domestic),Prime Market,8050,Real Estate,17,REAL ESTATE ,4,TOPIX Mid400,20211230.0,2647.0,182537937.0,483177919239.0,True
3232,20211230,"Mie Kotsu Group Holdings,Inc.",First Section (Domestic),Prime Market,8050,Real Estate,17,REAL ESTATE ,7,TOPIX Small 2,20211230.0,483.0,107301583.0,51826664589.0,True
3234,20211230,MORI HILLS REIT INVESTMENT CORPORATION,"REIT, Venture Funds, Country Funds and Infrastructure Funds",,-,-,-,-,-,-,20211230.0,156100.0,1916330.0,299139113000.0,False
3236,20211230,"PROPERST CO.,LTD.",JASDAQ(Standard / Domestic),Standard Market,8050,Real Estate,17,REAL ESTATE ,-,-,20211230.0,151.0,35147915.0,5307335165.0,False
3237,20211230,"INTRANCE CO.,LTD.",Mothers (Domestic),Growth Market,8050,Real Estate,17,REAL ESTATE ,-,-,20211230.0,60.0,37131000.0,2227860000.0,False
3238,20211230,"CENTRAL GENERAL DEVELOPMENT CO.,LTD.",Second Section(Domestic),Standard Market,8050,Real Estate,17,REAL ESTATE ,-,-,20211230.0,319.0,9681600.0,3088430400.0,False
3241,20211230,"WILL,Co.,Ltd.",Second Section(Domestic),Standard Market,8050,Real Estate,17,REAL ESTATE ,-,-,20211230.0,346.0,11345000.0,3925370000.0,False
3242,20211230,"URBANET CORPORATION CO.,LTD.",JASDAQ(Standard / Domestic),Standard Market,8050,Real Estate,17,REAL ESTATE ,-,-,20211230.0,296.0,31374100.0,9286733600.0,False
3244,20211230,"Samty Co.,Ltd.",First Section (Domestic),Prime Market,8050,Real Estate,17,REAL ESTATE ,6,TOPIX Small 1,20211230.0,2197.0,46468085.0,102090382745.0,True
3245,20211230,"DEAR LIFE CO.,LTD.",First Section (Domestic),Prime Market,8050,Real Estate,17,REAL ESTATE ,7,TOPIX Small 2,20211230.0,547.0,40901500.0,22373120500.0,True
3246,20211230,"KOSE R.E. Co.,Ltd.",First Section (Domestic),Standard Market,8050,Real Estate,17,REAL ESTATE ,7,TOPIX Small 2,20211230.0,745.0,10368000.0,7724160000.0,False
3248,20211230,"EARLY AGE CO.,Ltd.",Second Section(Domestic),Standard Market,8050,Real Estate,17,REAL ESTATE ,-,-,20211230.0,638.0,3181000.0,2029478000.0,False
3249,20211230,Industrial & Infrastructure Fund Investment Corporation,"REIT, Venture Funds, Country Funds and Infrastructure Funds",,-,-,-,-,-,-,20211230.0,222100.0,2070016.0,459750553600.0,False
3250,20000101,"A.D.Works Co.,Ltd.",First Section (Domestic),,8050,Real Estate,17,REAL ESTATE,-,-,,,,,False
3252,20211230,"Nippon Commercial Development Co.,Ltd.",First Section (Domestic),Prime Market,8050,Real Estate,17,REAL ESTATE ,7,TOPIX Small 2,20211230.0,1719.0,18285800.0,31433290200.0,True
3254,20211230,PRESSANCE CORPORATION,First Section (Domestic),Standard Market,8050,Real Estate,17,REAL ESTATE ,6,TOPIX Small 1,20211230.0,2095.0,68974716.0,144502030020.0,True
3258,20000101,"UNIZO Holdings Company,Limited",First Section (Domestic),,8050,Real Estate,17,REAL ESTATE,6,TOPIX Small 1,,,,,False
3261,20211230,"GRANDES,Inc.",Mothers (Domestic),Growth Market,8050,Real Estate,17,REAL ESTATE ,-,-,20211230.0,432.0,3637874.0,1571561568.0,False
3264,20211230,Ascot Corp.,JASDAQ(Standard / Domestic),Standard Market,8050,Real Estate,17,REAL ESTATE ,-,-,20211230.0,210.0,129916662.0,27282499020.0,True
3266,20211230,"Fund Creation Group Co.,Ltd.",JASDAQ(Standard / Domestic),Standard Market,8050,Real Estate,17,REAL ESTATE ,-,-,20211230.0,88.0,37649371.0,3313144648.0,False
3267,20211230,"Phil Company,Inc.",First Section (Domestic),Prime Market,2050,Construction,3,CONSTRUCTION & MATERIALS ,7,TOPIX Small 2,20211230.0,2345.0,5778000.0,13549410000.0,False
3269,20211230,Advance Residence Investment Corporation,"REIT, Venture Funds, Country Funds and Infrastructure Funds",,-,-,-,-,-,-,20211230.0,380000.0,1385000.0,526300000000.0,False
3271,20211230,The Global Ltd.,First Section (Domestic),Standard Market,8050,Real Estate,17,REAL ESTATE ,7,TOPIX Small 2,20211230.0,177.0,28306000.0,5010162000.0,False
3275,20211230,HOUSECOM CORPORATION,First Section (Domestic),Prime Market,8050,Real Estate,17,REAL ESTATE ,7,TOPIX Small 2,20211230.0,1216.0,7790000.0,9472640000.0,False
3276,20211230,"Japan Property Management Center Co.,Ltd.",First Section (Domestic),Prime Market,8050,Real Estate,17,REAL ESTATE ,7,TOPIX Small 2,20211230.0,1002.0,19025600.0,19063651200.0,True
3277,20211230,"Sansei Landic Co.,Ltd",First Section (Domestic),Standard Market,8050,Real Estate,17,REAL ESTATE ,7,TOPIX Small 2,20211230.0,821.0,8474800.0,6957810800.0,False
3278,20211230,Kenedix Residential Next Investment Corporation,"REIT, Venture Funds, Country Funds and Infrastructure Funds",,-,-,-,-,-,-,20211230.0,222300.0,995883.0,221384790900.0,False
3279,20211230,Activia Properties Inc.,"REIT, Venture Funds, Country Funds and Infrastructure Funds",,-,-,-,-,-,-,20211230.0,416000.0,822754.0,342265664000.0,False
3280,20211230,"STrust Co.,Ltd.",First Section (Domestic),Standard Market,8050,Real Estate,17,REAL ESTATE ,7,TOPIX Small 2,20211230.0,654.0,6167000.0,4033218000.0,False
3281,20211230,GLP J-REIT,"REIT, Venture Funds, Country Funds and Infrastructure Funds",,-,-,-,-,-,-,20211230.0,198900.0,4490369.0,893134394100.0,False
3282,20211230,"Comforia Residential REIT,Inc","REIT, Venture Funds, Country Funds and Infrastructure Funds",,-,-,-,-,-,-,20211230.0,341500.0,692994.0,236657451000.0,False
3283,20211230,"Nippon Prologis REIT,Inc.","REIT, Venture Funds, Country Funds and Infrastructure Funds",,-,-,-,-,-,-,20211230.0,407000.0,2666140.0,1085118980000.0,False
3284,20211230,Hoosiers Holdings,First Section (Domestic),Prime Market,8050,Real Estate,17,REAL ESTATE ,7,TOPIX Small 2,20211230.0,679.0,36916775.0,25066490225.0,True
3286,20211230,TRUST Holdings Inc.,Mothers (Domestic),Growth Market,8050,Real Estate,17,REAL ESTATE ,-,-,20211230.0,300.0,5204500.0,1561350000.0,False
3287,20211230,"Hoshino Resorts REIT,Inc.","REIT, Venture Funds, Country Funds and Infrastructure Funds",,-,-,-,-,-,-,20211230.0,653000.0,244355.0,159563815000.0,False
3288,20211230,"Open House Co.,Ltd.",First Section (Domestic),Prime Market,8050,Real Estate,17,REAL ESTATE ,4,TOPIX Mid400,20211230.0,6020.0,126117000.0,759224340000.0,True
3289,20211230,Tokyu Fudosan Holdings Corporation,First Section (Domestic),Prime Market,8050,Real Estate,17,REAL ESTATE ,4,TOPIX Mid400,20211230.0,643.0,719830974.0,462851316282.0,True
3290,20211230,"One REIT,Inc.","REIT, Venture Funds, Country Funds and Infrastructure Funds",,-,-,-,-,-,-,20211230.0,302000.0,268468.0,81077336000.0,False
3291,20211230,"Iida Group Holdings Co.,Ltd.",First Section (Domestic),Prime Market,8050,Real Estate,17,REAL ESTATE ,4,TOPIX Mid400,20211230.0,2676.0,294431639.0,787899065964.0,True
3292,20211230,AEON REIT Investment Corporation,"REIT, Venture Funds, Country Funds and Infrastructure Funds",,-,-,-,-,-,-,20211230.0,161100.0,2044467.0,329363633700.0,False
3293,20211230,"AZUMA HOUSE Co.,Ltd.",JASDAQ(Standard / Domestic),Standard Market,8050,Real Estate,17,REAL ESTATE ,-,-,20211230.0,1496.0,4031700.0,6031423200.0,False
3294,20211230,"e'grand Co.,Ltd",First Section (Domestic),Standard Market,8050,Real Estate,17,REAL ESTATE ,7,TOPIX Small 2,20211230.0,1551.0,6379100.0,9893984100.0,False
3295,20211230,"Hulic Reit,Inc.","REIT, Venture Funds, Country Funds and Infrastructure Funds",,-,-,-,-,-,-,20211230.0,173100.0,1440000.0,249264000000.0,False
3296,20211230,NIPPON REIT Investment Corporation,"REIT, Venture Funds, Country Funds and Infrastructure Funds",,-,-,-,-,-,-,20211230.0,410000.0,449930.0,184471300000.0,False
3297,20211230,"Toubujyuhan Co.,Ltd.",JASDAQ(Standard / Domestic),Standard Market,8050,Real Estate,17,REAL ESTATE ,-,-,20211230.0,1015.0,2712400.0,2753086000.0,False
3299,20211230,"MUGEN ESTATE Co.,Ltd.",First Section (Domestic),Prime Market,8050,Real Estate,17,REAL ESTATE ,7,TOPIX Small 2,20211230.0,481.0,24361000.0,11717641000.0,False
3300,20211230,"AMBITION DX HOLDINGS Co.,Ltd.",Mothers (Domestic),Growth Market,8050,Real Estate,17,REAL ESTATE ,-,-,20211230.0,551.0,6804400.0,3749224400.0,False
3302,20211230,"TEIKOKU SEN-I Co.,Ltd.",First Section (Domestic),Prime Market,3100,Textiles and Apparels,4,RAW MATERIALS & CHEMICALS ,7,TOPIX Small 2,20211230.0,2321.0,27394400.0,63582402400.0,True
3306,20211230,"THE NIHON SEIMA CO.,LTD.",Second Section(Domestic),Standard Market,6050,Wholesale Trade,13,COMMERCIAL & WHOLESALE TRADE ,-,-,20211230.0,360.0,3673320.0,1322395200.0,False
3309,20211230,"Sekisui House Reit,Inc.","REIT, Venture Funds, Country Funds and Infrastructure Funds",,-,-,-,-,-,-,20211230.0,85700.0,4431133.0,379748098100.0,False
3313,20000101,"NISSEI BUILD KOGYO CO.,LTD.",First Section (Domestic),,6100,Retail Trade,14,RETAIL TRADE,-,-,,,,,False
3315,20211230,"NIPPON COKE & ENGINEERING COMPANY,LIMITED",First Section (Domestic),Prime Market,3300,Oil and Coal Products,2,ENERGY RESOURCES ,7,TOPIX Small 2,20211230.0,132.0,302349449.0,39910127268.0,True
3316,20211230,"TOKYO NISSAN COMPUTER SYSTEM CO.,LTD",JASDAQ(Standard / Domestic),Standard Market,6050,Wholesale Trade,13,COMMERCIAL & WHOLESALE TRADE ,-,-,20211230.0,528.0,6300000.0,3326400000.0,False
3317,20211230,"FLYING GARDEN CO.,LTD.",JASDAQ(Standard / Domestic),Standard Market,6100,Retail Trade,14,RETAIL TRADE ,-,-,20211230.0,1651.0,1449168.0,2392576368.0,False
3318,20000101,"MEGANESUPER CO.,LTD.",JASDAQ(Standard / Domestic),,-,-,-,-,-,-,,,,,False
3319,20211230,Golf Digest Online Inc.,First Section (Domestic),Prime Market,6100,Retail Trade,14,RETAIL TRADE ,7,TOPIX Small 2,20211230.0,1188.0,18274000.0,21709512000.0,True
3320,20211230,CROSS PLUS INC.,Second Section(Domestic),Standard Market,6050,Wholesale Trade,13,COMMERCIAL & WHOLESALE TRADE ,-,-,20211230.0,831.0,7718800.0,6414322800.0,False
3321,20211230,"MITACHI CO.,LTD.",First Section (Domestic),Standard Market,6050,Wholesale Trade,13,COMMERCIAL & WHOLESALE TRADE ,7,TOPIX Small 2,20211230.0,1164.0,7937000.0,9238668000.0,False
3322,20211230,Alpha Group Inc.,JASDAQ(Standard / Domestic),Standard Market,6050,Wholesale Trade,13,COMMERCIAL & WHOLESALE TRADE ,-,-,20211230.0,671.0,6962400.0,4671770400.0,False
3323,20211230,"RECOMM CO.,LTD.",JASDAQ(Standard / Domestic),Standard Market,6050,Wholesale Trade,13,COMMERCIAL & WHOLESALE TRADE ,-,-,20211230.0,69.0,82630255.0,5701487595.0,False
3326,20211230,"RUNSYSTEM CO.,LTD.",JASDAQ(Standard / Domestic),Standard Market,9050,Services,10,"IT & SERVICES, OTHERS ",-,-,20211230.0,476.0,2380900.0,1133308400.0,False
3328,20211230,BEENOS Inc.,First Section (Domestic),Prime Market,6100,Retail Trade,14,RETAIL TRADE ,6,TOPIX Small 1,20211230.0,2500.0,13335995.0,33339987500.0,True
3329,20211230,"TOWA FOOD SERVICE CO.,LTD.",JASDAQ(Standard / Domestic),Standard Market,6100,Retail Trade,14,RETAIL TRADE ,-,-,20211230.0,1477.0,8186400.0,12091312800.0,False
3333,20211230,"ASAHI CO.,LTD.",First Section (Domestic),Prime Market,6100,Retail Trade,14,RETAIL TRADE ,7,TOPIX Small 2,20211230.0,1448.0,26240800.0,37996678400.0,True
3341,20211230,"NIHON CHOUZAI Co.,Ltd.",First Section (Domestic),Prime Market,6100,Retail Trade,14,RETAIL TRADE ,7,TOPIX Small 2,20211230.0,1375.0,32048000.0,44066000000.0,True
3344,20000101,WonderCorporation,JASDAQ(Standard / Domestic),,-,-,-,-,-,-,,,,,False
3347,20211230,"TRUST CO.,LTD.",Second Section(Domestic),Standard Market,6100,Retail Trade,14,RETAIL TRADE ,-,-,20211230.0,203.0,28150000.0,5714450000.0,False
3349,20211230,COSMOS Pharmaceutical Corporation,First Section (Domestic),Prime Market,6100,Retail Trade,14,RETAIL TRADE ,4,TOPIX Mid400,20211230.0,16930.0,40000800.0,677213544000.0,True
3350,20211230,"Red Planet Japan,Inc.",JASDAQ(Standard / Domestic),Standard Market,6050,Wholesale Trade,13,COMMERCIAL & WHOLESALE TRADE ,-,-,20211230.0,40.0,57192187.0,2287687480.0,False
3352,20211230,"BUFFALO CO.,LTD.",JASDAQ(Standard / Domestic),Standard Market,6100,Retail Trade,14,RETAIL TRADE ,-,-,20211230.0,1090.0,2275374.0,2480157660.0,False
3353,20211230,"Medical Ikkou Group Co.,Ltd.",JASDAQ(Standard / Domestic),Standard Market,6100,Retail Trade,14,RETAIL TRADE ,-,-,20211229.0,2506.0,4070000.0,10199420000.0,False
3355,20211230,KURIYAMA HOLDINGS CORPORATION,Second Section(Domestic),Standard Market,6050,Wholesale Trade,13,COMMERCIAL & WHOLESALE TRADE ,-,-,20211230.0,1186.0,22300200.0,26448037200.0,True
3356,20211230,"Terilogy Co.,Ltd.",JASDAQ(Standard / Domestic),Standard Market,6050,Wholesale Trade,13,COMMERCIAL & WHOLESALE TRADE ,-,-,20211230.0,392.0,16580000.0,6499360000.0,False
3358,20211230,"Y.S.FOOD CO.,LTD.",JASDAQ(Standard / Domestic),Standard Market,6100,Retail Trade,14,RETAIL TRADE ,-,-,20211230.0,249.0,6073000.0,1512177000.0,False
3359,20211230,"cotta CO.,LTD",Mothers (Domestic),Growth Market,6050,Wholesale Trade,13,COMMERCIAL & WHOLESALE TRADE ,-,-,20211230.0,646.0,11117313.0,7181784198.0,False
3360,20211230,"SHIP HEALTHCARE HOLDINGS,INC.",First Section (Domestic),Prime Market,6050,Wholesale Trade,13,COMMERCIAL & WHOLESALE TRADE ,4,TOPIX Mid400,20211230.0,2680.0,101669400.0,272473992000.0,True
3361,20211230,"Toell Co.,Ltd.",First Section (Domestic),Standard Market,6100,Retail Trade,14,RETAIL TRADE ,7,TOPIX Small 2,20211230.0,845.0,20550340.0,17365037300.0,True
3366,20000101,"ICHIROKUDO CO.,LTD.",First Section (Domestic),,6100,Retail Trade,14,RETAIL TRADE,-,-,,,,,False
3370,20211230,"FUJITA CORPORATION Co.,Ltd.",JASDAQ(Standard / Domestic),Standard Market,6100,Retail Trade,14,RETAIL TRADE ,-,-,20211230.0,285.0,2413500.0,687847500.0,False
3371,20211230,SOFTCREATE HOLDINGS CORP.,First Section (Domestic),Prime Market,5250,Information & Communication,10,"IT & SERVICES, OTHERS ",7,TOPIX Small 2,20211230.0,4350.0,13775139.0,59921854650.0,True
3372,20211230,"KANMONKAI Co.,Ltd.",Second Section(Domestic),Standard Market,6100,Retail Trade,14,RETAIL TRADE ,-,-,20211230.0,231.0,13900900.0,3211107900.0,False
3374,20211230,Naigai Tec Corporation,JASDAQ(Standard / Domestic),Standard Market,6050,Wholesale Trade,13,COMMERCIAL & WHOLESALE TRADE ,-,-,20211230.0,3905.0,3541286.0,13828721830.0,False
3375,20211230,ZOA CORPORATION,JASDAQ(Standard / Domestic),Standard Market,6100,Retail Trade,14,RETAIL TRADE ,-,-,20211230.0,1274.0,1454000.0,1852396000.0,False
3376,20211230,ONLY corporation,First Section (Domestic),,6100,Retail Trade,14,RETAIL TRADE ,7,TOPIX Small 2,20211230.0,756.0,5972000.0,4514832000.0,False
3377,20211230,BIKE O & COMPANY Ltd.,Second Section(Domestic),Standard Market,6050,Wholesale Trade,13,COMMERCIAL & WHOLESALE TRADE ,-,-,20211230.0,1037.0,15315600.0,15882277200.0,True
3382,20211230,"Seven & I Holdings Co.,Ltd.",First Section (Domestic),Prime Market,6100,Retail Trade,14,RETAIL TRADE ,1,TOPIX Core30,20211230.0,5056.0,886441983.0,4481850666048.0,True
3385,20000101,"YAKUODO.Co.,Ltd.",First Section (Domestic),,6100,Retail Trade,14,RETAIL TRADE,6,TOPIX Small 1,,,,,False
3386,20211230,"COSMO BIO COMPANY,LIMITED",JASDAQ(Standard / Domestic),Standard Market,6050,Wholesale Trade,13,COMMERCIAL & WHOLESALE TRADE ,-,-,20211230.0,1162.0,6048000.0,7027776000.0,False
3387,20211230,create restaurants holdings inc.,First Section (Domestic),Prime Market,6100,Retail Trade,14,RETAIL TRADE ,6,TOPIX Small 1,20211230.0,722.0,212814284.0,153651913048.0,True
3388,20211230,"MEIJI ELECTRIC INDUSTRIES CO.,LTD.",First Section (Domestic),Prime Market,6050,Wholesale Trade,13,COMMERCIAL & WHOLESALE TRADE ,7,TOPIX Small 2,20211230.0,1265.0,12067120.0,15264906800.0,True
3390,20211230,"INEST,Inc.",JASDAQ(Standard / Domestic),Standard Market,6050,Wholesale Trade,13,COMMERCIAL & WHOLESALE TRADE ,-,-,20211230.0,77.0,68217325.0,5252734025.0,False
3391,20211230,TSURUHA HOLDINGS INC.,First Section (Domestic),Prime Market,6100,Retail Trade,14,RETAIL TRADE ,4,TOPIX Mid400,20211230.0,11040.0,49436368.0,545777502720.0,True
3392,20211230,"DELICA FOODS HOLDINGS CO.,LTD.",First Section (Domestic),Standard Market,6050,Wholesale Trade,13,COMMERCIAL & WHOLESALE TRADE ,7,TOPIX Small 2,20211230.0,619.0,14872000.0,9205768000.0,False
3393,20211230,"Startia Holdings,Inc.",First Section (Domestic),Prime Market,6050,Wholesale Trade,13,COMMERCIAL & WHOLESALE TRADE ,7,TOPIX Small 2,20211230.0,1043.0,10240400.0,10680737200.0,False
3395,20211230,"Saint Marc Holdings Co.,Ltd.",First Section (Domestic),Prime Market,6100,Retail Trade,14,RETAIL TRADE ,6,TOPIX Small 1,20211230.0,1463.0,22777370.0,33323292310.0,True
3396,20211230,FELISSIMO CORPORATION,First Section (Domestic),Standard Market,6100,Retail Trade,14,RETAIL TRADE ,7,TOPIX Small 2,20211230.0,1375.0,10043500.0,13809812500.0,False
3397,20211230,TORIDOLL Holdings Corporation,First Section (Domestic),Prime Market,6100,Retail Trade,14,RETAIL TRADE ,6,TOPIX Small 1,20211230.0,2486.0,87607952.0,217793368672.0,True
3399,20211230,Maruchiyo Yamaokaya Corporation,JASDAQ(Standard / Domestic),Standard Market,6100,Retail Trade,14,RETAIL TRADE ,-,-,20211230.0,1920.0,2507600.0,4814592000.0,False
3401,20211230,TEIJIN LIMITED,First Section (Domestic),Prime Market,3100,Textiles and Apparels,4,RAW MATERIALS & CHEMICALS ,4,TOPIX Mid400,20211230.0,1415.0,197953707.0,280104495405.0,True
3402,20211230,"TORAY INDUSTRIES,INC.",First Section (Domestic),Prime Market,3100,Textiles and Apparels,4,RAW MATERIALS & CHEMICALS ,2,TOPIX Large70,20211230.0,681.8,1631481403.0,1112344020565.4,True
3405,20211230,"KURARAY CO.,LTD.",First Section (Domestic),Prime Market,3200,Chemicals,4,RAW MATERIALS & CHEMICALS ,4,TOPIX Mid400,20211230.0,999.0,354863603.0,354508739397.0,True
3407,20211230,ASAHI KASEI CORPORATION,First Section (Domestic),Prime Market,3200,Chemicals,4,RAW MATERIALS & CHEMICALS ,2,TOPIX Large70,20211230.0,1081.0,1393932032.0,1506840526592.0,True
3408,20000101,"SAKAI OVEX CO.,LTD.",First Section (Domestic),,3100,Textiles and Apparels,4,RAW MATERIALS & CHEMICALS,-,-,,,,,False
3409,20211230,"KITANIHON SPINNING CO.,LTD",Second Section(Domestic),Standard Market,3100,Textiles and Apparels,4,RAW MATERIALS & CHEMICALS ,-,-,20211230.0,145.0,17399894.0,2522984630.0,False
3415,20211230,"TOKYO BASE Co.,Ltd.",First Section (Domestic),Prime Market,6100,Retail Trade,14,RETAIL TRADE ,7,TOPIX Small 2,20211230.0,604.0,48493800.0,29290255200.0,True
3416,20211230,PIXTA Inc.,Mothers (Domestic),Growth Market,6100,Retail Trade,14,RETAIL TRADE ,-,-,20211230.0,1153.0,2277740.0,2626234220.0,False
3417,20211230,"OHKI HEALTHCARE HOLDINGS CO.,LTD.",JASDAQ(Standard / Domestic),Standard Market,6050,Wholesale Trade,13,COMMERCIAL & WHOLESALE TRADE ,-,-,20211230.0,730.0,14072100.0,10272633000.0,False
3418,20211230,"BALNIBARBI Co.,Ltd.",Mothers (Domestic),Growth Market,6100,Retail Trade,14,RETAIL TRADE ,-,-,20211230.0,1104.0,8755480.0,9666049920.0,False
3420,20211230,"KFC,Ltd.",Second Section(Domestic),Standard Market,3550,Metal Products,3,CONSTRUCTION & MATERIALS ,-,-,20211230.0,1820.0,7378050.0,13428051000.0,False
3421,20211230,"INABA SEISAKUSHO Co.,Ltd.",First Section (Domestic),Standard Market,3550,Metal Products,3,CONSTRUCTION & MATERIALS ,7,TOPIX Small 2,20211230.0,1370.0,17922429.0,24553727730.0,True
3422,20211230,"MARUJUN CO.,LTD.",Second Section(Domestic),Standard Market,3550,Metal Products,3,CONSTRUCTION & MATERIALS ,-,-,20211230.0,835.0,11857200.0,9900762000.0,False
3423,20211230,S E Corporation,JASDAQ(Standard / Domestic),Standard Market,3550,Metal Products,3,CONSTRUCTION & MATERIALS ,-,-,20211230.0,380.0,31256600.0,11877508000.0,False
3424,20000101,"MIYAKO,Inc.",JASDAQ(Standard / Domestic),,-,-,-,-,-,-,,,,,False
3426,20211230,"ATOM LIVIN TECH Co.,Ltd.",JASDAQ(Standard / Domestic),Standard Market,3550,Metal Products,3,CONSTRUCTION & MATERIALS ,-,-,20211230.0,1568.0,4105000.0,6436640000.0,False
3431,20211230,"MIYAJI ENGINEERING GROUP,INC.",First Section (Domestic),Prime Market,3550,Metal Products,3,CONSTRUCTION & MATERIALS ,7,TOPIX Small 2,20211230.0,3250.0,6919454.0,22488225500.0,True
3433,20211230,"TOCALO Co.,Ltd.",First Section (Domestic),Prime Market,3550,Metal Products,3,CONSTRUCTION & MATERIALS ,6,TOPIX Small 1,20211230.0,1475.0,63200000.0,93220000000.0,True
